"N°","Date debut","Date fin","Emplacement","Campagne","Commune","Zone","Format","Regie","Latitude","Longitude"
"3686","04-04-2024","03-05-2024","Crf Bietry sens grd crf de koumassi","Charles ornel","Koumassi","Grand Abidjan","12 M²","INCONNUE","5.279163","-3.968205"
"3687","04-04-2024","03-05-2024","bd Antananarivo face gare UTB","Charles ornel","Koumassi","Grand Abidjan","12 M²","INCONNUE","5.291888","-3.946088"
"3688","04-04-2024","03-05-2024","boulevard de marseille en face du restaurant le WAFOU","Charles ornel","Marcory","Grand Abidjan","12 M²","SELFIE MEDIA","5.276348","-3.980989"
"3689","04-04-2024","03-05-2024","Grand Marché Marcory Direction Koumassi","Charles ornel","Marcory","Grand Abidjan","12 M²","JEP COMMUNICATION SARL","5.300135","-3.975234"
"3690","04-04-2024","03-05-2024","Quartier résidentiel farah","Charles ornel","Marcory","Grand Abidjan","12 M²","JEP COMMUNICATION SARL","5.31058","-3.9888083"
"3691","04-04-2024","03-05-2024","Axe koumassi nord est en de la station Shell ","Charles ornel","Marcory","Grand Abidjan","12 M²","Inconnue","5.2926175","-3.9730406"
"3692","04-04-2024","03-05-2024","Ancien voie de bassam face anani","Charles ornel","Port-Bouet","Grand Abidjan","12 M²","ELITE SERVICES PLUS","5.2353913","-3.8720275"
"3693","04-04-2024","03-05-2024","CARREFOUR AKWABA SENS PHARE","Charles ornel","Port-Bouet","Grand Abidjan","12 M²","ALSHANA","5.2508416666667","-3.9550316666667"
"3694","04-04-2024","03-05-2024","Route de l'aéroport retour face aéroport","Charles ornel","Port-Bouet","Grand Abidjan","12 M²","ALSHANA","5.263486","-3.95012"
"3695","04-04-2024","03-05-2024","Après le rond point du CHu direction bietry","Charles ornel","Treichville","Grand Abidjan","12 M²","INCONNUE","5.2940168","-4.0011604"
"3696","04-04-2024","03-05-2024","échangeur belleville face mosquée VI","Charles ornel","Treichville","Grand Abidjan","12 M²","SELFIE MEDIA","5.307391","-3.998199"
"3697","04-04-2024","03-05-2024","Avant le feu de la pharmacie akadjoba	","Charles ornel","Yopougon","Grand Abidjan","12 M²","JEP COMMUNICATION SARL","5.3246034","-4.079895"
"3698","04-04-2024","03-05-2024","Yopougon après la pharmacie anador sens Maroc antenne  Face à l'antenne","Charles ornel","Yopougon","Grand Abidjan","12 M²","INCONNUE","5.337002","-4.100357"
"3699","04-04-2024","03-05-2024","Yopougon carrefour mouton chaud sens antenne face mosquée Maroc ","Charles ornel","Yopougon","Grand Abidjan","12 M²","ELITE SERVICES PLUS","5.340922","-4.098406"
"3700","04-04-2024","03-05-2024","carrefour canal sens magasin face pharmacie canal ","Charles ornel","Yopougon","Grand Abidjan","12 M²","INCONNUE","5.335394","-4.087606"
"3701","04-04-2024","03-05-2024","Avant le pont de la prison civil sens maca face carrefour zone","Charles ornel","Yopougon","Grand Abidjan","12 M²","SELFIE MEDIA","5.377423","-4.075897"
"3702","04-04-2024","03-05-2024","Ananeraie carrefour oasis avant le station shell sens rond point face sorbonne ","Charles ornel","Yopougon","Grand Abidjan","12 M²","JEP COMMUNICATION SARL","5.354052","-4.099361"
"3703","29-03-2024","28-04-2024","Carrefour chateau F2 face agence moov","Fibre à 0f et 4G home box","Abengourou","Interieur","12 M²","QUARTZ","6.7267156","-3.4978107"
"3704","29-03-2024","28-04-2024","Rond point Marché","Fibre à 0f et 4G home box","Abengourou","Interieur","12 M²","QUARTZ","6.7269079","-3.49785"
"3705","29-03-2024","28-04-2024","Hotel kirman F1 face collège reine noufan (1)","Fibre à 0f et 4G home box","Abengourou","Interieur","12 M²","QUARTZ","6.736595","-3.497974"
"3706","29-03-2024","28-04-2024","Gare de taxi F1 face station petroci","Fibre à 0f et 4G home box","Abengourou","Interieur","12 M²","QUARTZ","6.7422782","-3.5054139"
"3707","29-03-2024","28-04-2024","Carrefour dunhill F1 face gare routière","Fibre à 0f et 4G home box","Abengourou","Interieur","12 M²","QUARTZ","6.7280706","-3.5082801"
"3708","29-03-2024","28-04-2024","Mairie face cour royale ","Fibre à 0f et 4G home box","Abengourou","Interieur","12 M²","QUARTZ","6.729939","-3.486593"
"3709","29-03-2024","28-04-2024","Autoroute adjame-abobo a la gare UTD sens aller Abobo","Fibre à 0f et 4G home box","Abobo","Grand Abidjan","12 M²","MELI’S COM","5.399444","-4.020387"
"3710","29-03-2024","28-04-2024","route casse aller face zoo","Fibre à 0f et 4G home box","Abobo","Grand Abidjan","12 M²","QUARTZ","5.405793","-4.016761"
"3711","29-03-2024","28-04-2024","PK 18 F2  face nouvelle gare axe andokoi - anyama voir près lavage auto avant carrefour agripac","Fibre à 0f et 4G home box","Abobo","Grand Abidjan","12 M²","QUARTZ","5.441713","-4.047247"
"3712","29-03-2024","28-04-2024","Clôture ancienne OIPR avant station Shell face Abobo ","Fibre à 0f et 4G home box","Abobo","Grand Abidjan","12 M²","MEDIAWAYS","5.394786","-4.021051"
"3713","29-03-2024","28-04-2024"," N'dotre station ola-face supermache bon prix-face 1 ","Fibre à 0f et 4G home box","Abobo","Grand Abidjan","12 M²","MEDIAWAYS","5.443717","-4.056013"
"3714","29-03-2024","28-04-2024","Après Carrefour Samaké Supermaché casse prix  face carrefour samaké","Fibre à 0f et 4G home box","Abobo","Grand Abidjan","12 M²","PUBLISTAR","5.4161046","-4.0087061"
"3715","29-03-2024","28-04-2024","Bd des martyrs au pied de l'échangeur des 220 logts direction plateau ","Fibre à 0f et 4G home box","Adjame","Grand Abidjan","12 M²","MELI’S COM","5.353508","-4.013967"
"3716","29-03-2024","28-04-2024","Montée Williamsville sur la droite F1 face agban","Fibre à 0f et 4G home box","Adjame","Grand Abidjan","12 M²","QUARTZ","5.364587","-4.019192"
"3717","29-03-2024","28-04-2024","Montée Sapeurs Pompiers INDENIE - Coté agence CNPS Adjamé","Fibre à 0f et 4G home box","Adjame","Grand Abidjan","12 M²","PUBLISTAR","5.3416655","-4.0220063"
"3718","29-03-2024","28-04-2024","Carrefour cinema liberté face 220 lgts","Fibre à 0f et 4G home box","Adjame","Grand Abidjan","12 M²","PUBLISTAR","5.35375","-4.016712"
"3719","29-03-2024","28-04-2024","Route du stade ( Face B )","Fibre à 0f et 4G home box","Adzopé","Interieur","12 M²","MEDIAWAYS","6.1015","-3.85748"
"3720","29-03-2024","28-04-2024","Route du stade ( Face A)","Fibre à 0f et 4G home box","Adzopé","Interieur","12 M²","MEDIAWAYS","6.101426","-3.857413"
"3721","29-03-2024","28-04-2024","Ancienne Gare , 100 mètres CHR , rive opposée à la boulangerie Bo Pain, 100 mètres de la station Shell ( Face A )","Fibre à 0f et 4G home box","Adzopé","Interieur","12 M²","MEDIAWAYS","6.100074","-3.858596"
"3722","29-03-2024","28-04-2024","Ancienne Gare , 100 mètres CHR , rive opposée à la boulangerie Bo Pain, 100 mètres de la station Shell ( Face B)","Fibre à 0f et 4G home box","Adzopé","Interieur","12 M²","MEDIAWAYS","6.100152","-3.858533"
"3723","29-03-2024","28-04-2024","ASS-13 ROUTE  D'ASSINIE  PK12 COTE DROIT DIRECTION  ASSOUINDE-ASSINIE MAFIA (FACE ASS-14)","Fibre à 0f et 4G home box","ASSINIE","Grand Abidjan","12 M²","CONNEXION COM","5.150505","-3.365206"
"3724","29-03-2024","28-04-2024","ASS-29 AVANT LE PONT D'ASSINIE MAFIA CÔTÉ GAUCHE DIRECTION ASSOUINDÉ - ASSINIE MAFIA (ASS-30)","Fibre à 0f et 4G home box","ASSINIE","Grand Abidjan","12 M²","CONNEXION COM","5.142614","-3.311072"
"3725","29-03-2024","28-04-2024","ASS-31 ENTRÉE ASSINIE MAFIA EN PROVENANCE D'ASSOUINDÉ, APRES LE PONT - CÔTÉ DROIT  (EN FACE I LOVE ASSINIE)","Fibre à 0f et 4G home box","ASSINIE","Grand Abidjan","12 M²","CONNEXION COM","5.142046","-3.30424"
"3726","29-03-2024","28-04-2024","Voie de Mossikro, direction YOP après carref.SIDECO côté droit","Fibre à 0f et 4G home box","Attécoube","Grand Abidjan","12 M²","MELI’S COM","5.3426996","-4.057631"
"3727","29-03-2024","28-04-2024","Carrefour Jérusalem - Formation sanitaire MÔ FAITAI","Fibre à 0f et 4G home box","Attécoube","Grand Abidjan","12 M²","PUBLISTAR","5.331646","-4.039041"
"3728","29-03-2024","28-04-2024","Ets ESF face agban village","Fibre à 0f et 4G home box","Attécoube","Grand Abidjan","12 M²","QUARTZ","5.347601","-4.031038"
"3729","29-03-2024","28-04-2024","Banco face Shell Face adjamé","Fibre à 0f et 4G home box","Attécoube","Grand Abidjan","12 M²","QUARTZ","5.358135","-4.050377"
"3730","29-03-2024","28-04-2024","Entrée Bingerville sur la cote avant carrefour Feh Kessé face faya","Fibre à 0f et 4G home box","Bingerville","Grand Abidjan","12 M²","EMERGENCE","5.3744517","-3.9169"
"3731","29-03-2024","28-04-2024","Entrée bingerville sens aller CIE de bingerville face hôtel free world","Fibre à 0f et 4G home box","Bingerville","Grand Abidjan","12 M²","EMERGENCE","5.3614076","-3.9057717"
"3732","29-03-2024","28-04-2024","Axe principal clôture lycée mami fêtai face EMPT**","Fibre à 0f et 4G home box","Bingerville","Grand Abidjan","12 M²","EMERGENCE","5.361028","-3.895593"
"3733","29-03-2024","28-04-2024","Après le marché au niveau de la boulangerie star pain+ face au marché**","Fibre à 0f et 4G home box","Bingerville","Grand Abidjan","12 M²","EMERGENCE","5.354128","-3.879227"
"3734","29-03-2024","28-04-2024","Carrefour honoré de Balzac face bouna","Fibre à 0f et 4G home box","Bondoukou","Interieur","12 M²","EMERGENCE","8.056427","-2.811532"
"3735","29-03-2024","28-04-2024","Centre ville face au quartier résidentiel face marché","Fibre à 0f et 4G home box","Bondoukou","Interieur","12 M²","EMERGENCE","8.018479","-2.814294"
"3736","29-03-2024","28-04-2024","Carrefour Marché, fin clôture SGBCI, 100 mètres de NSIA Banque (Face B)","Fibre à 0f et 4G home box","Bongouanou","Interieur","12 M²","MEDIAWAYS","6.6468","-4.20148"
"3737","29-03-2024","28-04-2024","Carrefour Marché, fin clôture SGBCI, 100 mètres de NSIA Banque (Face A)","Fibre à 0f et 4G home box","Bongouanou","Interieur","12 M²","MEDIAWAYS","6.6468","-4.20148"
"3738","29-03-2024","28-04-2024","Entrée Ville par Dimbokro, rive opposée au terrain municipal (Face B)","Fibre à 0f et 4G home box","Bongouanou","Interieur","12 M²","MEDIAWAYS","6.6566","-4.21545"
"3739","29-03-2024","28-04-2024","Entrée Ville par Dimbokro, rive opposée au terrain municipal (Face A)","Fibre à 0f et 4G home box","Bongouanou","Interieur","12 M²","MEDIAWAYS","6.6566","-4.21545"
"3740","29-03-2024","28-04-2024","Clôture collège moderne","Fibre à 0f et 4G home box","Bouafle","Interieur","12 M²","EMERGENCE","6.993759","-5.75566"
"3741","29-03-2024","28-04-2024","Rond point du quartier Coco","Fibre à 0f et 4G home box","Bouafle","Interieur","12 M²","EMERGENCE","6.982503","-5.74591"
"3742","29-03-2024","28-04-2024","Clôture Solibra bouaflé","Fibre à 0f et 4G home box","Bouafle","Interieur","12 M²","EMERGENCE","6.975298","-5.760857"
"3743","29-03-2024","28-04-2024","Rond point face a la gendarmerie","Fibre à 0f et 4G home box","Bouafle","Interieur","12 M²","MANDINGO","6.982941","-5.751944"
"3744","29-03-2024","28-04-2024","Entrée ville par Yamoussoukro","Fibre à 0f et 4G home box","Bouafle","Interieur","12 M²","MANDINGO","6.9765822","-5.7360403"
"3745","29-03-2024","28-04-2024","clôture ancien stade face sitarail","Fibre à 0f et 4G home box","Bouaké","Interieur","12 M²","QUARTZ","7.683783","-5.040745"
"3746","29-03-2024","28-04-2024","Agence OCI  F1 face sococe","Fibre à 0f et 4G home box","Bouaké","Interieur","12 M²","QUARTZ","7.6843305","-5.0309526"
"3747","29-03-2024","28-04-2024","Sortie par KATIOLA face corridor face DAR ES SALAM (corridor sud,route de Tiébissou face centre ville)","Fibre à 0f et 4G home box","Bouaké","Interieur","12 M²","QUARTZ","7.742864","-5.035123"
"3748","29-03-2024","28-04-2024","Feux kennedy F1 face L J filles","Fibre à 0f et 4G home box","Bouaké","Interieur","12 M²","QUARTZ","7.68897","-5.010449"
"3749","29-03-2024","28-04-2024","Coopec F1 face ancien cie","Fibre à 0f et 4G home box","Bouaké","Interieur","12 M²","QUARTZ","7.680019","-5.025104"
"3750","29-03-2024","28-04-2024","Gonfreville marche  F1 face aéroport","Fibre à 0f et 4G home box","Bouaké","Interieur","12 M²","QUARTZ","7.725852","-5.05807"
"3751","29-03-2024","28-04-2024","Panneau Odysée aux alentours de Orange village sens Hotel du golf ==> Orange CI","Fibre à 0f et 4G home box","Cocody","Grand Abidjan","12 M²","ODYSEE","5.331828","-3.9689"
"3752","29-03-2024","28-04-2024","Panneau Le caméléon aux alentours de Orange village sens Hotel du golf ==> Orange CI COCODY ROUTE DU GOLF FACE GOLFE","Fibre à 0f et 4G home box","Cocody","Grand Abidjan","12 M²","Cameleon ","5.331713","-3.970319"
"3753","29-03-2024","28-04-2024","Carrefour Fred & popee","Fibre à 0f et 4G home box","Cocody","Grand Abidjan","12 M²","MELI’S COM","5.3937607","-3.9764836"
"3754","29-03-2024","28-04-2024","Galerie SANTA MARIA dos BHCI  sens aller Les Perles côté droit.  F1","Fibre à 0f et 4G home box","Cocody","Grand Abidjan","12 M²","MELI’S COM","5.383291","-3.993235"
"3755","29-03-2024","28-04-2024","Cité SIR Ephrata sens retour cité sir dans le virage face château d'eau ","Fibre à 0f et 4G home box","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.384296","-3.932438"
"3756","29-03-2024","28-04-2024","Akouedo extension carrefour en T aller les cités ATCI et lauriers 8,9,10 - face Faya","Fibre à 0f et 4G home box","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.363554","-3.936886"
"3757","29-03-2024","28-04-2024","Akouédo après ancien camp sens aller carrefour du village d'akouédo face camp","Fibre à 0f et 4G home box","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.3596075","-3.9411223"
"3758","29-03-2024","28-04-2024","Axe carrefour de la Vie-carrefour de l'indenié avant pont du lycée technique face carref de la Vie **","Fibre à 0f et 4G home box","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.3481788","-4.007591"
"3759","29-03-2024","28-04-2024","Bld latrille axe sococé - Ena avant carrefour farandole face carrefour ENA","Fibre à 0f et 4G home box","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.364604","-3.9975825"
"3760","29-03-2024","28-04-2024","Sortie bretele Latrille pour le Plateau et Adjamé avant Allaba School ","Fibre à 0f et 4G home box","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.355054","-4.004941"
"3761","29-03-2024","28-04-2024","Axe carrefour Riviera 3-carrefour Mpouto près de l'institut Britannique face Mpouto DF","Fibre à 0f et 4G home box","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.3334155","-3.9569274"
"3762","29-03-2024","28-04-2024","Lycée technique - Clinique la providence - début de pont  - face centre ccial","Fibre à 0f et 4G home box","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.34832","-4.009331"
"3763","29-03-2024","28-04-2024","RIVIERA BOUNOUMIN AXE ABIJAN MOLLE - BELLE COTE","Fibre à 0f et 4G home box","Cocody","Grand Abidjan","12 M²","MELI’S COM","5.362137","-3.968178"
"3764","29-03-2024","28-04-2024","Carrefour Ste Marie direction Eglise ST JEAN","Fibre à 0f et 4G home box","Cocody","Grand Abidjan","12 M²","MELI’S COM","5.335334","-3.997646"
"3765","29-03-2024","28-04-2024","Carrefour Sodefor mimosa face de droite","Fibre à 0f et 4G home box","Cocody","Grand Abidjan","12 M²","QUARTZ","5.349048","-4.000134"
"3766","29-03-2024","28-04-2024","Jules vernes nouvelle cité face carrefour jules vernes","Fibre à 0f et 4G home box","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.3681723","-3.9222018"
"3767","29-03-2024","28-04-2024","100m après carrefour zoo ou ANCIEN PIED ZOO ","Fibre à 0f et 4G home box","Cocody","Grand Abidjan","12 M²","PUBLISTAR","5.378633","-4.006777"
"3768","29-03-2024","28-04-2024","Voie rapide sortie Riviera 2 pour Plateau et 2 Pltx face riviera 2 ** F1","Fibre à 0f et 4G home box","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.35393","-3.984021"
"3769","29-03-2024","28-04-2024","Chateau face angré extension","Fibre à 0f et 4G home box","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.411721","-3.9823208"
"3770","29-03-2024","28-04-2024","Axe terminus 81, 82 - Carrefour Pétroivoire au niveau du magazin uno","Fibre à 0f et 4G home box","Cocody","Grand Abidjan","12 M²","EMERGENCE","5.404332","-3.989476"
"3771","29-03-2024","28-04-2024","COCO-82AS: COCODY RD PT LYCEE AMERICAIN SENS PALMERAIE CLOTURE DIR DES IMPOTS","Fibre à 0f et 4G home box","Cocody","Grand Abidjan","12 M²","SELFIE MEDIA","5.360473","-3.957098"
"3772","29-03-2024","28-04-2024","COCO-110AS: COCODY Vallons en face de PAUL sens CARREFOUR CHU","Fibre à 0f et 4G home box","Cocody","Grand Abidjan","12 M²","SELFIE MEDIA","5.361626","-3.989789"
"3773","29-03-2024","28-04-2024","COCO-20AS: COCODY voie express lycée français sens retour ancien camp","Fibre à 0f et 4G home box","Cocody","Grand Abidjan","12 M²","SELFIE MEDIA","5.354592","-3.950938"
"3774","29-03-2024","28-04-2024","COCO-112AS: COCODY en venant du CHU d’Angré direction ABATTA BASE CIE","Fibre à 0f et 4G home box","Cocody","Grand Abidjan","12 M²","SELFIE MEDIA","5.398774","-3.949769"
"3775","29-03-2024","28-04-2024","FACE CAP NORD AU ROND POINT DE LA PHARMACIE STE FAMILLE face cap nord","Fibre à 0f et 4G home box","Cocody","Grand Abidjan","12 M²","MELI’S COM","5.355373","-3.967076"
"3776","29-03-2024","28-04-2024","Rond point central mairie","Fibre à 0f et 4G home box","Dabakala","Interieur","12 M²","EMERGENCE","8.362338","-4.427204"
"3777","29-03-2024","28-04-2024","Carrefour marché face préfecture","Fibre à 0f et 4G home box","Dabakala","Interieur","12 M²","EMERGENCE","8.367163","-4.432721"
"3778","29-03-2024","28-04-2024","Entrée ville par kong cité ADO","Fibre à 0f et 4G home box","Dabakala","Interieur","12 M²","EMERGENCE","8.36326","-4.427622"
"3779","29-03-2024","28-04-2024","Carrefour marché face hopital général","Fibre à 0f et 4G home box","Dabakala","Interieur","12 M²","EMERGENCE","8.367162","-4.432723"
"3780","29-03-2024","28-04-2024","lycée antoine GAUZE (face Issia)","Fibre à 0f et 4G home box","Daloa","Interieur","12 M²","QUARTZ","6.87403","-6.444264"
"3781","29-03-2024","28-04-2024","Hotel Acemont","Fibre à 0f et 4G home box","Daloa","Interieur","12 M²","QUARTZ","6.902872","-6.44288"
"3782","29-03-2024","28-04-2024","Centre ville sortie ville pour Abidjan face marché central","Fibre à 0f et 4G home box","Daoukro","Interieur","12 M²","EMERGENCE","7.0604","-3.962039"
"3783","29-03-2024","28-04-2024","Après gare routière sur la côte face au marché","Fibre à 0f et 4G home box","Daoukro","Interieur","12 M²","EMERGENCE","7.063358","-3.960069"
"3784","29-03-2024","28-04-2024","Centre ville face entrée par abidjan","Fibre à 0f et 4G home box","Daoukro","Interieur","12 M²","EMERGENCE","7.058572","-3.960401"
"3785","29-03-2024","28-04-2024","Espace publique devant la poste","Fibre à 0f et 4G home box","Daoukro","Interieur","12 M²","EMERGENCE","7.0604","-3.962039"
"3786","29-03-2024","28-04-2024","Quartier commerce, clôture LONACI, rive opposée à la mairie (Face A)","Fibre à 0f et 4G home box","Dimbokro","Interieur","12 M²","MEDIAWAYS","6.64991","-4.70765"
